Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity
542,4.494464945,Joypurhat,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2436,27,24,85,90
625,1.9168,Khagrachari,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1198,27,24,85,90
253,1.071146245,Khulna,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,271,27,24,85,90
519,2.597302505,Kishoreganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1348,27,24,85,90
410,2.117073171,Kurigram,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,868,27,24,85,90
380,2.360526316,Kushtia,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,897,27,24,85,90
139,1.165467626,Lakshmipur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,162,27,24,85,90
288,2.194444444,Lalmonirhat,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,632,27,24,85,90
191,2.251308901,Madaripur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,430,27,24,85,90
114,2.631578947,Magura,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,300,27,24,85,90
305,5.704918033,Manikganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1740,27,24,85,90
238,3.054621849,Meherpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,727,27,24,85,90
192,1.90625,Moulvibazar,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,366,27,24,85,90
522,1.068965517,Munshiganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,558,27,24,85,90
1166,2.20754717,Mymensingh,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2574,27,24,85,90
1600,2.3975,Naogaon,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,3836,27,24,85,90
207,2.937198068,Narail,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,608,27,24,85,90
232,1.271551724,Narayanganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,295,27,24,85,90
317,2.123028391,Narsingdi,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,673,27,24,85,90
456,1.890350877,Natore,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,862,27,24,85,90
255,2.02745098,Netrokona,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,517,27,24,85,90
290,2.85862069,Nilphamari,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,829,27,24,85,90
213,1.535211268,Noakhali,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,327,27,24,85,90
813,1.6900369,Pabna,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1374,27,24,85,90
461,2.830802603,Panchagar,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1305,27,24,85,90
139,1.690647482,Patuakhali,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,235,27,24,85,90
417,1.980815348,Pirojpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,826,27,24,85,90
329,1.872340426,Rajbari,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,616,27,24,85,90
872,2.591743119,Rajshahi,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2260,27,24,85,90
519,1.518304432,Rangamati,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,788,27,24,85,90
932,2.001072961,Rangpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1865,27,24,85,90
197,2.705583756,Satkhira,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,533,27,24,85,90
314,3.812101911,Shariatpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1197,27,24,85,90
269,2.780669145,Sherpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,748,27,24,85,90
324,2.163580247,Sirajganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,701,27,24,85,90
221,1.787330317,Sunamganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,395,27,24,85,90
349,1.303724928,Sylhet,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,455,27,24,85,90
497,1.883299799,Tangail,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,936,27,24,85,90
470,1.531914894,Thakurgaon,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,720,27,24,85,90
51,0.5294117647,Bagerhat,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,27,35,20,80,100
105,1.238095238,Bandarban,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,130,35,20,80,100
23,1.695652174,Barguna,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,39,35,20,80,100
228,1.157894737,Barishal,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,264,35,20,80,100
171,1.421052632,Bhola,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,243,35,20,80,100
53,3.018867925,Bogura,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,160,35,20,80,100
151,2.437086093,Brahmanbaria,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,368,35,20,80,100
71,1.901408451,Chandpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,135,35,20,80,100
6,0.6666666667,Chapai Nawabganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,4,35,20,80,100
143,1.566433566,Chattogram,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,224,35,20,80,100
71,2.549295775,Chuadanga,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,181,35,20,80,100
81,2.790123457,CoxsBazar,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,226,35,20,80,100
236,3.279661017,Cumilla,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,774,35,20,80,100
133,2.887218045,Dhaka,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,384,35,20,80,100
106,1.273584906,Dinajpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,135,35,20,80,100
137,2.854014599,Faridpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,391,35,20,80,100
42,2.357142857,Feni,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,99,35,20,80,100
84,1.845238095,Gaibandha,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,155,35,20,80,100
37,1.189189189,Gazipur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,44,35,20,80,100
60,1.283333333,Gopalganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,77,35,20,80,100
35,1.085714286,Habiganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,38,35,20,80,100
190,1.742105263,Jamalpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,331,35,20,80,100
0,#DIV/0!,Jashore,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,0,35,20,80,100
103,1.203883495,Jhallokati,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,124,35,20,80,100
57,1.333333333,Jhenaidah,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,76,35,20,80,100
59,1.86440678,Joypurhat,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,110,35,20,80,100
205,1.687804878,Khagrachari,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,346,35,20,80,100
29,1.103448276,Khulna,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,32,35,20,80,100
11,2.272727273,Kishoreganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,25,35,20,80,100
154,1.597402597,Kurigram,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,246,35,20,80,100
0,#DIV/0!,Kushtia,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,0,35,20,80,100
138,2.847826087,Lakshmipur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,393,35,20,80,100
96,1.864583333,Lalmonirhat,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,179,35,20,80,100
41,1.487804878,Madaripur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,61,35,20,80,100
12,1.083333333,Magura,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,13,35,20,80,100
0,#DIV/0!,Manikganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,0,35,20,80,100
24,2.708333333,Meherpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,65,35,20,80,100
68,0.9411764706,Moulvibazar,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,64,35,20,80,100
52,1.480769231,Munshiganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,77,35,20,80,100
238,2.571428571,Mymensingh,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,612,35,20,80,100
61,2.295081967,Naogaon,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,140,35,20,80,100
37,1.108108108,Narail,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,41,35,20,80,100
61,1.524590164,Narayanganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,93,35,20,80,100
4,2.75,Narsingdi,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,11,35,20,80,100
33,1.727272727,Natore,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,57,35,20,80,100
71,1.76056338,Netrokona,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,125,35,20,80,100
147,1.816326531,Nilphamari,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,267,35,20,80,100
175,1.925714286,Noakhali,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,337,35,20,80,100
26,1.807692308,Pabna,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,47,35,20,80,100
186,1.258064516,Panchagar,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,234,35,20,80,100
72,1.180555556,Patuakhali,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,85,35,20,80,100
0,#DIV/0!,Pirojpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,0,35,20,80,100
0,#DIV/0!,Rajbari,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,0,35,20,80,100
50,1.68,Rajshahi,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,84,35,20,80,100
99,2.292929293,Rangamati,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,227,35,20,80,100
290,2,Rangpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,580,35,20,80,100
30,0.8333333333,Satkhira,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,25,35,20,80,100
32,1.375,Shariatpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,44,35,20,80,100
108,3.157407407,Sherpur,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,341,35,20,80,100
102,1.705882353,Sirajganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,174,35,20,80,100
32,1.9375,Sunamganj,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,62,35,20,80,100
60,1.5,Sylhet,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,90,35,20,80,100
226,4.026548673,Tangail,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,910,35,20,80,100
58,1.189655172,Thakurgaon,Kharif 1,27.5,90,Kolmi Shak,March,April to Aug,Sep to Oct,69,35,20,80,100
454,1.36123348,Bagerhat,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,618,30,10,75,85
226,2.362831858,Bandarban,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,534,30,10,75,85
120,2.025,Barguna,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,243,30,10,75,85
423,1.628841608,Barishal,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,689,30,10,75,85
307,2.315960912,Bhola,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,711,30,10,75,85
359,2.883008357,Bogura,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1035,30,10,75,85
1047,3.11843362,Brahmanbaria,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,3265,30,10,75,85
261,1.295019157,Chandpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,338,30,10,75,85
347,1.492795389,Chapai Nawabganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,518,30,10,75,85
1341,1.625652498,Chattogram,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2180,30,10,75,85
602,2.99833887,Chuadanga,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1805,30,10,75,85
421,2.095011876,CoxsBazar,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,882,30,10,75,85
548,1.888686131,Cumilla,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1035,30,10,75,85
779,1.779204108,Dhaka,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1386,30,10,75,85
577,1.710571924,Dinajpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,987,30,10,75,85
483,1.507246377,Faridpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,728,30,10,75,85
120,1.033333333,Feni,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,124,30,10,75,85
255,1.823529412,Gaibandha,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,465,30,10,75,85
305,1.31147541,Gazipur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,400,30,10,75,85
209,1.196172249,Gopalganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,250,30,10,75,85
255,1.717647059,Habiganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,438,30,10,75,85
604,1.740066225,Jamalpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1051,30,10,75,85
943,3.20678685,Jashore,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,3024,30,10,75,85
273,1.838827839,Jhallokati,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,502,30,10,75,85
533,2.82739212,Jhenaidah,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1507,30,10,75,85
185,2.448648649,Joypurhat,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,453,30,10,75,85
546,1.875457875,Khagrachari,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1024,30,10,75,85
351,1.521367521,Khulna,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,534,30,10,75,85
361,2.831024931,Kishoreganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1022,30,10,75,85
434,1.744239631,Kurigram,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,757,30,10,75,85
653,4.457886677,Kushtia,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2911,30,10,75,85
642,3.199376947,Lakshmipur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2054,30,10,75,85
316,2.212025316,Lalmonirhat,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,699,30,10,75,85
275,3.181818182,Madaripur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,875,30,10,75,85
129,2.635658915,Magura,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,340,30,10,75,85
372,3.333333333,Manikganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1240,30,10,75,85
272,3.455882353,Meherpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,940,30,10,75,85
303,1.330033003,Moulvibazar,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,403,30,10,75,85
496,3.377016129,Munshiganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1675,30,10,75,85
1105,2.014479638,Mymensingh,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2226,30,10,75,85
427,1.826697892,Naogaon,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,780,30,10,75,85
324,3.475308642,Narail,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1126,30,10,75,85
428,1.679906542,Narayanganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,719,30,10,75,85
332,2.271084337,Narsingdi,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,754,30,10,75,85
666,1.238738739,Natore,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,825,30,10,75,85
410,2.546341463,Netrokona,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1044,30,10,75,85
226,2.411504425,Nilphamari,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,545,30,10,75,85
330,2.475757576,Noakhali,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,817,30,10,75,85
1055,2.15450237,Pabna,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2273,30,10,75,85
490,2.953061224,Panchagar,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1447,30,10,75,85
117,1.666666667,Patuakhali,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,195,30,10,75,85
217,1.31797235,Pirojpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,286,30,10,75,85
761,4.403416557,Rajbari,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,3351,30,10,75,85
646,3.417956656,Rajshahi,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2208,30,10,75,85
542,1.477859779,Rangamati,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,801,30,10,75,85
441,1.675736961,Rangpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,739,30,10,75,85
781,2.733674776,Satkhira,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2135,30,10,75,85
233,5.055793991,Shariatpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1178,30,10,75,85
680,2.517647059,Sherpur,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1712,30,10,75,85
484,1.564049587,Sirajganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,757,30,10,75,85
424,2.891509434,Sunamganj,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,1226,30,10,75,85
248,1.076612903,Sylhet,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,267,30,10,75,85
1138,1.98857645,Tangail,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,2263,30,10,75,85
480,1.908333333,Thakurgaon,Kharif 1,20,80,Lady’s Finger,April,May to June,June to Sep,916,30,10,75,85
559,1.516994633,Bagerhat,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,848,25,15,70,80
190,2.284210526,Bandarban,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,434,25,15,70,80
238,1.62605042,Barguna,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,387,25,15,70,80
761,1.534822602,Barishal,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1168,25,15,70,80
439,1.633257403,Bhola,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,717,25,15,70,80
357,1.81512605,Bogura,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,648,25,15,70,80
720,1.790277778,Brahmanbaria,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1289,25,15,70,80
466,1.9527897,Chandpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,910,25,15,70,80
358,1.972067039,Chapai Nawabganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,706,25,15,70,80
1105,1.81719457,Chattogram,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,2008,25,15,70,80
503,2.252485089,Chuadanga,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1133,25,15,70,80
188,2.79787234,CoxsBazar,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,526,25,15,70,80
1293,2.174787316,Cumilla,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,2812,25,15,70,80
704,4.96875,Dhaka,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,3498,25,15,70,80
427,1.43559719,Dinajpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,613,25,15,70,80
261,2.095785441,Faridpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,547,25,15,70,80
527,1.89373814,Feni,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,998,25,15,70,80
315,1.412698413,Gaibandha,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,445,25,15,70,80
336,1.485119048,Gazipur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,499,25,15,70,80
287,2.069686411,Gopalganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,594,25,15,70,80
253,1.786561265,Habiganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,452,25,15,70,80
845,1.821301775,Jamalpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1539,25,15,70,80
1123,2.310774711,Jashore,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,2595,25,15,70,80
487,1.176591376,Jhallokati,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,573,25,15,70,80
729,2.288065844,Jhenaidah,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1668,25,15,70,80
198,2.04040404,Joypurhat,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,404,25,15,70,80
363,1.889807163,Khagrachari,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,686,25,15,70,80
502,1.639442231,Khulna,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,823,25,15,70,80
365,1.690410959,Kishoreganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,617,25,15,70,80
394,1.870558376,Kurigram,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,737,25,15,70,80
629,3.162162162,Kushtia,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1989,25,15,70,80
530,1.279245283,Lakshmipur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,678,25,15,70,80
387,1.84754522,Lalmonirhat,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,715,25,15,70,80
481,1.85031185,Madaripur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,890,25,15,70,80
118,2.033898305,Magura,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,240,25,15,70,80
278,1.755395683,Manikganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,488,25,15,70,80
244,4.028688525,Meherpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,983,25,15,70,80
560,2.005357143,Moulvibazar,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1123,25,15,70,80
414,2.299516908,Munshiganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,952,25,15,70,80
729,2.368998628,Mymensingh,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1727,25,15,70,80
535,1.794392523,Naogaon,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,960,25,15,70,80
390,1.905128205,Narail,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,743,25,15,70,80
560,1.982142857,Narayanganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1110,25,15,70,80
257,1.260700389,Narsingdi,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,324,25,15,70,80
513,1.980506823,Natore,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1016,25,15,70,80
187,2.122994652,Netrokona,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,397,25,15,70,80
290,2.031034483,Nilphamari,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,589,25,15,70,80
583,1.231560892,Noakhali,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,718,25,15,70,80
620,2.472580645,Pabna,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1533,25,15,70,80
534,1.754681648,Panchagar,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,937,25,15,70,80
156,0.858974359,Patuakhali,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,134,25,15,70,80
336,1.014880952,Pirojpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,341,25,15,70,80
780,3.966666667,Rajbari,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,3094,25,15,70,80
1364,2.500733138,Rajshahi,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,3411,25,15,70,80
294,1.258503401,Rangamati,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,370,25,15,70,80
980,1.535714286,Rangpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1505,25,15,70,80
760,2.005263158,Satkhira,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1524,25,15,70,80
179,3.016759777,Shariatpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,540,25,15,70,80
364,2.046703297,Sherpur,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,745,25,15,70,80
463,2.103671706,Sirajganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,974,25,15,70,80
483,2.991718427,Sunamganj,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,1445,25,15,70,80
460,1.310869565,Sylhet,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,603,25,15,70,80
486,1.927983539,Tangail,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,937,25,15,70,80
426,1.70657277,Thakurgaon,Rabi,20,75,Lal Shak,Sep,Oct to Nov,Nov to Feb,727,25,15,70,80
611,1.139116203,Bagerhat,Rabi,20,80,Laushak,Sep,Oct to Nov,Nov to Feb,696,25,15,70,90
182,1.098901099,Bandarban,Rabi,20,80,Laushak,Sep,Oct to Nov,Nov to Feb,200,25,15,70,90
